""	"X"	"PERSON_ID"	"FIRST_NAME"	"LAST_NAME"	"DISPLAY_FIRST_LAST"	"DISPLAY_LAST_COMMA_FIRST"	"DISPLAY_FI_LAST"	"BIRTHDATE"	"SCHOOL"	"COUNTRY"	"LAST_AFFILIATION"	"HEIGHT"	"WEIGHT"	"SEASON_EXP"	"JERSEY"	"POSITION"	"ROSTERSTATUS"	"TEAM_ID"	"TEAM_NAME"	"TEAM_ABBREVIATION"	"TEAM_CODE"	"TEAM_CITY"	"PLAYERCODE"	"FROM_YEAR"	"TO_YEAR"	"DLEAGUE_FLAG"
"2452"	0	77377	"Cliff"	"Levingston"	"Cliff Levingston"	"Levingston, Cliff"	"C. Levingston"	"1961-01-04T00:00:00"	"-"	"US"	"Wichita State/US"	"6-8"	210	10	"53"	"Forward"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"HISTADD_cliff_levingston"	1982	1994	"N"
"2453"	0	77379	"Fred"	"Lewis"	"Fred Lewis"	"Lewis, Fred"	"F. Lewis"	"1921-01-06T00:00:00"	"-"	"US"	"Long Island University; Eastern Kentucky/US"	"6-2"	195	1	""	"Forward"	"Active"	1610612744	"Warriors"	"PHW"	"warriors"	"Philadelphia"	"HISTADD_fred_lewis"	1948	1949	"N"
"2454"	0	77380	"Freddie"	"Lewis"	"Freddie Lewis"	"Lewis, Freddie"	"F. Lewis"	"1943-07-01T00:00:00"	"-"	"US"	"Eastern Arizona Coll. (J.C.); Arizona State/US"	"6-0"	175	1	"1"	"Guard"	"Active"	1610612754	"Pacers"	"IND"	"pacers"	"Indiana"	"HISTADD_freddie_lewis"	1966	1976	"N"
"2455"	0	77381	"Grady"	"Lewis"	"Grady Lewis"	"Lewis, Grady"	"G. Lewis"	"1917-03-25T00:00:00"	"-"	"US"	"Southwestern Oklahoma State; Oklahoma/US"	"6-7"	215	2	""	"Forward"	"Active"	1610610034	"Bombers"	"BOM"	"bombers"	"St. Louis"	"HISTADD_grady_lewis"	1946	1948	"N"
"2456"	0	77383	"Ralph"	"Lewis"	"Ralph Lewis"	"Lewis, Ralph"	"R. Lewis"	"1963-03-28T00:00:00"	"-"	"US"	"La Salle/US"	"6-6"	200	2	"11"	"Guard"	"Active"	1610612766	"Hornets"	"CHH"	"hornets"	"Charlotte"	"HISTADD_ralph_lewis"	1987	1989	"N"
"2457"	0	77384	"Reggie"	"Lewis"	"Reggie Lewis"	"Lewis, Reggie"	"R. Lewis"	"1965-11-21T00:00:00"	"-"	"US"	"Northeastern/US"	"6-7"	195	5	"35"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_reggie_lewis"	1987	1992	"N"
"2458"	0	77385	"Bobby"	"Lewis"	"Bobby Lewis"	"Lewis, Bobby"	"B. Lewis"	"1945-03-20T00:00:00"	"-"	"US"	"North Carolina/US"	"6-3"	175	3	"5"	"Guard"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"HISTADD_bobby_lewis"	1967	1970	"N"
"2459"	0	77386	"Marcus"	"Liberty"	"Marcus Liberty"	"Liberty, Marcus"	"M. Liberty"	"1968-10-27T00:00:00"	"-"	"US"	"Illinois/US"	"6-8"	205	3	"30"	"Forward"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_marcus_liberty"	1990	1993	"N"
"2460"	0	77387	"Todd"	"Lichti"	"Todd Lichti"	"Lichti, Todd"	"T. Lichti"	"1967-01-08T00:00:00"	"-"	"US"	"Stanford/US"	"6-4"	205	4	"30"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_todd_lichti"	1989	1993	"N"
"2461"	0	77388	"Bill"	"Ligon"	"Bill Ligon"	"Ligon, Bill"	"B. Ligon"	"1952-05-19T00:00:00"	"-"	"US"	"Vanderbilt/US"	"6-4"	180	0	"26"	"Guard"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_bill_ligon"	1974	1974	"N"
"2462"	0	77389	"Steve"	"Lingenfelter"	"Steve Lingenfelter"	"Lingenfelter, Steve"	"S. Lingenfelter"	"1958-06-10T00:00:00"	"-"	"US"	"Minnesota; South Dakota State/US"	"6-9"	225	1	"25"	"Forward"	"Active"	1610612759	"Spurs"	"SAN"	"spurs"	"San Antonio"	"HISTADD_steve_lingenfelter"	1982	1983	"N"
"2463"	0	77392	"Ron"	"Livingstone"	"Ron Livingstone"	"Livingstone, Ron"	"R. Livingstone"	"1925-10-09T00:00:00"	"-"	"US"	"Modesto JC CA; Wyoming; St. Mary's (CA)/US"	"6-10"	220	1	"6"	"Center"	"Active"	1610612744	"Warriors"	"PHW"	"warriors"	"Philadelphia"	"HISTADD_ron_livingstone"	1949	1950	"N"
"2464"	0	77394	"Earl"	"Lloyd"	"Earl Lloyd"	"Lloyd, Earl"	"E. Lloyd"	"1928-04-03T00:00:00"	"-"	"US"	"West Virginia State/US"	"6-6"	200	8	"17"	"Forward"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_bigcat_lloyd"	1950	1959	"N"
"2465"	0	77395	"Lewis"	"Lloyd"	"Lewis Lloyd"	"Lloyd, Lewis"	"L. Lloyd"	"1959-02-22T00:00:00"	"-"	"US"	"New Mexico Mil. Inst. (J.C.); Drake/US"	"6-6"	205	6	"32"	"Guard"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"HISTADD_lewis_lloyd"	1981	1989	"N"
"2466"	0	77396	"Scott"	"Lloyd"	"Scott Lloyd"	"Lloyd, Scott"	"S. Lloyd"	"1952-12-19T00:00:00"	"-"	"US"	"Arizona State/US"	"6-10"	230	5	"44"	"Center"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"HISTADD_scott_lloyd"	1976	1982	"N"
"2467"	0	77397	"Bob"	"Lochmueller"	"Bob Lochmueller"	"Lochmueller, Bob"	"B. Lochmueller"	"1927-06-05T00:00:00"	"-"	"US"	"Louisville/US"	"6-5"	185	0	"14"	"Forward"	"Active"	1610612755	"Nationals"	"SYR"	"sixers"	"Syracuse"	"HISTADD_bob_lochmueller"	1952	1952	"N"
"2468"	0	77398	"Robert"	"Lock"	"Robert Lock"	"Lock, Robert"	"R. Lock"	"1966-05-22T00:00:00"	"-"	"US"	"Kentucky/US"	"6-9"	225	0	"44"	"Forward"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"HISTADD_rob_lock"	1988	1988	"N"
"2469"	0	77399	"Darrell"	"Lockhart"	"Darrell Lockhart"	"Lockhart, Darrell"	"D. Lockhart"	"1960-09-14T00:00:00"	"-"	"US"	"Auburn/US"	"6-9"	245	0	"32"	"Forward"	"Active"	1610612759	"Spurs"	"SAN"	"spurs"	"San Antonio"	"HISTADD_darrell_lockhart"	1983	1983	"N"
"2470"	0	77401	"Kevin"	"Loder"	"Kevin Loder"	"Loder, Kevin"	"K. Loder"	"1959-03-15T00:00:00"	"-"	"US"	"Kentucky State; Alabama State/US"	"6-6"	205	2	"9"	"Forward"	"Active"	1610612746	"Clippers"	"SDC"	"clippers"	"San Diego"	"HISTADD_kevin_loder"	1981	1983	"N"
"2471"	0	77402	"Don"	"Lofgran"	"Don Lofgran"	"Lofgran, Don"	"D. Lofgran"	"1928-11-18T00:00:00"	"-"	"US"	"Grant Tech; San Francisco/US"	"6-5"	200	3	"8"	"Forward"	"Active"	1610612737	"Hawks"	"MIH"	"hawks"	"Milwaukee"	"HISTADD_donald_lofgran"	1950	1953	"N"
"2472"	0	77403	"Johnny"	"Logan"	"Johnny Logan"	"Logan, Johnny"	"J. Logan"	"1921-01-01T00:00:00"	"-"	"US"	"Indiana/US"	"6-2"	175	4	"17"	"Guard"	"Active"	1610612737	"Blackhawks"	"TCB"	"hawks"	"Tri-Cities"	"HISTADD_johnny_logan"	1946	1950	"N"
"2473"	0	77406	"Paul"	"Long"	"Paul Long"	"Long, Paul"	"P. Long"	"1944-02-08T00:00:00"	"-"	"US"	"Wake Forest; Virginia Tech/US"	"6-2"	180	2	"5"	"Guard"	"Active"	1610612746	"Braves"	"BUF"	"clippers"	"Buffalo"	"HISTADD_paul_long"	1967	1970	"N"
"2474"	0	77409	"Jim"	"Loscutoff"	"Jim Loscutoff"	"Loscutoff, Jim"	"J. Loscutoff"	"1930-02-04T00:00:00"	"-"	"US"	"Sacramento City Coll. CA (J.C.); Grant Tech; Orego"	"6-5"	220	8	"18"	"Forward"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_jim_loscutoff"	1955	1963	"N"
"2475"	0	77410	"Plummer"	"Lott"	"Plummer Lott"	"Lott, Plummer"	"P. Lott"	"1945-12-11T00:00:00"	"-"	"US"	"Seattle/US"	"6-5"	210	1	"43"	"Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_plummer_lott"	1967	1968	"N"
"2476"	0	77411	"Kevin"	"Loughery"	"Kevin Loughery"	"Loughery, Kevin"	"K. Loughery"	"1940-03-28T00:00:00"	"-"	"US"	"Boston College; St. John's (N.Y.)/US"	"6-3"	190	10	"22"	"Guard"	"Active"	1610612755	"76ers"	"PHL"	"sixers"	"Philadelphia"	"HISTADD_kevin_loughery"	1962	1972	"N"
"2477"	0	77412	"Bob"	"Love"	"Bob Love"	"Love, Bob"	"B. Love"	"1942-12-08T00:00:00"	"-"	"US"	"Southern University/US"	"6-8"	215	10	"10"	"Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_butterbean_love"	1966	1976	"N"
"2478"	0	77413	"Stan"	"Love"	"Stan Love"	"Love, Stan"	"S. Love"	"1949-04-09T00:00:00"	"-"	"US"	"Oregon/US"	"6-9"	215	3	"34"	"Forward"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"HISTADD_stan_love"	1971	1974	"N"
"2479"	0	77414	"Clyde"	"Lovellette"	"Clyde Lovellette"	"Lovellette, Clyde"	"C. Lovellette"	"1929-09-07T00:00:00"	"-"	"US"	"Kansas/US"	"6-9"	234	10	"34"	"Center"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_clyde_lovellette"	1953	1963	"N"
"2480"	0	77415	"Sidney"	"Lowe"	"Sidney Lowe"	"Lowe, Sidney"	"S. Lowe"	"1960-01-21T00:00:00"	"-"	"US"	"North Carolina State/US"	"6-0"	195	3	"35"	"Guard"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"HISTADD_sidney_lowe"	1983	1989	"N"
"2481"	0	77416	"Chuck"	"Lowery"	"Chuck Lowery"	"Lowery, Chuck"	"C. Lowery"	"1949-11-12T00:00:00"	"-"	"US"	"Puget Sound/US"	"6-3"	185	0	"6"	"Guard"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"HISTADD_chuck_lowery"	1971	1971	"N"
"2482"	0	77417	"Al"	"Lucas"	"Al Lucas"	"Lucas, Al"	"A. Lucas"	"1922-07-04T00:00:00"	"-"	"US"	"Fordham/US"	"6-3"	195	0	"20"	"Forward"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_lukey_lucas"	1948	1948	"N"
"2483"	0	77418	"Jerry"	"Lucas"	"Jerry Lucas"	"Lucas, Jerry"	"J. Lucas"	"1940-03-30T00:00:00"	"-"	"US"	"Ohio State/US"	"6-8"	230	10	"32"	"Forward"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"HISTADD_jerry_lucas"	1963	1973	"N"
"2484"	0	77419	"John"	"Lucas"	"John Lucas"	"Lucas, John"	"J. Lucas"	"1953-10-31T00:00:00"	"-"	"US"	"Maryland/US"	"6-3"	175	13	"10"	"Guard"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"HISTADD_john_lucas"	1976	1989	"N"
"2485"	0	77420	"Maurice"	"Lucas"	"Maurice Lucas"	"Lucas, Maurice"	"M. Lucas"	"1952-02-18T00:00:00"	"-"	"US"	"Marquette/US"	"6-9"	215	11	"20"	"Forward"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_maurice_lucas"	1976	1987	"N"
"2486"	0	77421	"Ted"	"Luckenbill"	"Ted Luckenbill"	"Luckenbill, Ted"	"T. Luckenbill"	"1939-07-27T00:00:00"	"-"	"US"	"Houston/US"	"6-6"	205	1	"12"	"Forward"	"Active"	1610612744	"Warriors"	"SFW"	"warriors"	"San Francisco"	"HISTADD_ted_luckenbill"	1961	1962	"N"
"2487"	0	77422	"Jim"	"Luisi"	"Jim Luisi"	"Luisi, Jim"	"J. Luisi"	"1928-11-02T00:00:00"	"-"	"US"	"St. Francis (N.Y.)/US"	"6-2"	180	0	""	"Guard"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_jim_luisi"	1953	1953	"N"
"2488"	0	77423	"Al"	"Lujack"	"Al Lujack"	"Lujack, Al"	"A. Lujack"	"1921-10-05T00:00:00"	"-"	"US"	"Georgetown/US"	"6-3"	220	0	""	"Forward"	"Active"	1610610036	"Capitols"	"WAS"	"capitols"	"Washington"	"HISTADD_al_lujack"	1946	1946	"N"
"2489"	0	77424	"Phil"	"Lumpkin"	"Phil Lumpkin"	"Lumpkin, Phil"	"P. Lumpkin"	"1951-12-20T00:00:00"	"-"	"US"	"Miami (Ohio)/US"	"6-0"	165	1	"10"	"Guard"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"HISTADD_phil_lumpkin"	1974	1975	"N"
"2490"	0	77425	"Ray"	"Lumpp"	"Ray Lumpp"	"Lumpp, Ray"	"R. Lumpp"	"1923-07-11T00:00:00"	"-"	"US"	"N.Y.U./US"	"6-1"	178	4	""	"Guard"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_ray_lumpp"	1948	1952	"N"
"2491"	0	77426	"Kevin"	"Lynch"	"Kevin Lynch"	"Lynch, Kevin"	"K. Lynch"	"1968-12-24T00:00:00"	"-"	"US"	"Minnesota/US"	"6-5"	195	1	"9"	"Forward"	"Active"	1610612766	"Hornets"	"CHH"	"hornets"	"Charlotte"	"HISTADD_kevin_lynch"	1991	1992	"N"
"2492"	0	77427	"Mike"	"Lynn"	"Mike Lynn"	"Lynn, Mike"	"M. Lynn"	"1945-11-25T00:00:00"	"-"	"US"	"UCLA/US"	"6-7"	215	1	"25"	"Forward"	"Active"	1610612746	"Braves"	"BUF"	"clippers"	"Buffalo"	"HISTADD_mike_lynn"	1969	1970	"N"
"2493"	0	77428	"Mike"	"Macaluso"	"Mike Macaluso"	"Macaluso, Mike"	"M. Macaluso"	"1951-07-20T00:00:00"	"-"	"US"	"Canisius/US"	"6-5"	210	0	"21"	"Forward"	"Active"	1610612746	"Braves"	"BUF"	"clippers"	"Buffalo"	"HISTADD_mike_macaluso"	1973	1973	"N"
"2494"	0	77429	"Ed"	"Macauley"	"Ed Macauley"	"Macauley, Ed"	"E. Macauley"	"1928-03-22T00:00:00"	"-"	"US"	"St. Louis/US"	"6-8"	185	9	"20"	"Center"	"Active"	1610612737	"Hawks"	"STL"	"hawks"	"St. Louis"	"HISTADD_ed_macauley"	1949	1958	"N"
"2495"	0	77430	"Ronnie"	"MacGilvray"	"Ronnie MacGilvray"	"MacGilvray, Ronnie"	"R. MacGilvray"	"1930-07-20T00:00:00"	"-"	"US"	"St. John's (N.Y.)/US"	"6-2"	185	0	"8"	"Guard"	"Active"	1610612737	"Hawks"	"MIH"	"hawks"	"Milwaukee"	"HISTADD_ronnie_macgilvray"	1954	1954	"N"
"2496"	0	77432	"Ollie"	"Mack"	"Ollie Mack"	"Mack, Ollie"	"O. Mack"	"1957-06-06T00:00:00"	"-"	"US"	"San Jacinto Coll. TX (J.C.); East Carolina/US"	"6-3"	185	2	"17"	"Guard"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"HISTADD_ollie_mack"	1979	1981	"N"
"2497"	0	77435	"Rudy"	"Macklin"	"Rudy Macklin"	"Macklin, Rudy"	"R. Macklin"	"1958-02-19T00:00:00"	"-"	"US"	"Louisiana State/US"	"6-7"	205	2	"41"	"Forward"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"HISTADD_rudy_macklin"	1981	1983	"N"
"2498"	0	77436	"Johnny"	"Macknowski"	"Johnny Macknowski"	"Macknowski, Johnny"	"J. Macknowski"	"1923-01-07T00:00:00"	"-"	"US"	"Seton Hall/US"	"6-1"	180	1	"5"	"Guard"	"Active"	1610612755	"Nationals"	"SYR"	"sixers"	"Syracuse"	"HISTADD_whitey_macknowski"	1949	1950	"N"
"2499"	0	77438	"Kyle"	"Macy"	"Kyle Macy"	"Macy, Kyle"	"K. Macy"	"1957-04-09T00:00:00"	"-"	"US"	"Purdue; Kentucky/US"	"6-3"	175	6	"44"	"Guard"	"Active"	1610612754	"Pacers"	"IND"	"pacers"	"Indiana"	"HISTADD_kyle_macy"	1980	1986	"N"
"2500"	0	77439	"Jack"	"Maddox"	"Jack Maddox"	"Maddox, Jack"	"J. Maddox"	"1921-12-10T00:00:00"	"-"	"US"	"West Texas A&M/US"	"6-2"	185	0	""	"Forward"	"Active"	1610610029	"Jets"	"JET"	"jets"	"Indianapolis"	"HISTADD_jack_maddox"	1948	1948	"N"
"2501"	0	77441	"Norm"	"Mager"	"Norm Mager"	"Mager, Norm"	"N. Mager"	"1926-03-23T00:00:00"	"-"	"US"	"St. John's (N.Y.); CCNY/US"	"6-5"	185	0	""	"Forward"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_norm_mager"	1950	1950	"N"
"2502"	0	77442	"Dave"	"Magley"	"Dave Magley"	"Magley, Dave"	"D. Magley"	"1959-11-24T00:00:00"	"-"	"US"	"Kansas/US"	"6-8"	202	0	"30"	"Forward"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"HISTADD_dave_magley"	1982	1982	"N"
"2503"	0	77443	"John"	"Mahnken"	"John Mahnken"	"Mahnken, John"	"J. Mahnken"	"1922-06-16T00:00:00"	"-"	"US"	"Georgetown/US"	"6-8"	220	6	"16"	"Center"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_longjohn;stretch_mahnken"	1946	1952	"N"
"2504"	0	77444	"Francis"	"Mahoney"	"Francis Mahoney"	"Mahoney, Francis"	"F. Mahoney"	"1927-11-20T00:00:00"	"-"	"US"	"Brown/US"	"6-2"	205	1	""	"Forward"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_mo_mahoney"	1952	1953	"N"
"2505"	0	77447	"Lionel"	"Malamed"	"Lionel Malamed"	"Malamed, Lionel"	"L. Malamed"	"1924-11-15T00:00:00"	"-"	"US"	"CCNY/US"	"5-9"	150	0	""	"Guard"	"Active"	1610610029	"Jets"	"JET"	"jets"	"Indianapolis"	"HISTADD_lionel_malamed"	1948	1948	"N"
"2506"	0	77449	"Moses"	"Malone"	"Moses Malone"	"Malone, Moses"	"M. Malone"	"1955-03-23T00:00:00"	"-"	"US"	"No College/US"	"6-10"	215	18	"2"	"Center"	"Active"	1610612759	"Spurs"	"SAN"	"spurs"	"San Antonio"	"HISTADD_moses_malone"	1976	1994	"N"
"2507"	0	77450	"Steve"	"Malovic"	"Steve Malovic"	"Malovic, Steve"	"S. Malovic"	"1956-07-21T00:00:00"	"-"	"US"	"USC; San Diego State/US"	"6-10"	230	0	""	"Forward"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_stephen_malovic"	1979	1979	"N"
"2508"	0	77451	"Ted"	"Manakas"	"Ted Manakas"	"Manakas, Ted"	"T. Manakas"	"1951-02-22T00:00:00"	"-"	"US"	"Princeton/US"	"6-2"	180	0	"23"	"Guard"	"Active"	1610612758	"Kings"	"KCK"	"kings"	"Kansas City-Omaha"	"HISTADD_ted_manakas"	1973	1973	"N"
"2509"	0	77452	"John"	"Mandic"	"John Mandic"	"Mandic, John"	"J. Mandic"	"1919-10-03T00:00:00"	"-"	"US"	"Oregon State/US"	"6-4"	205	1	""	"Forward"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_john_mandic"	1948	1949	"N"
"2510"	0	77453	"Frank"	"Mangiapane"	"Frank Mangiapane"	"Mangiapane, Frank"	"F. Mangiapane"	"1925-08-25T00:00:00"	"-"	"US"	"N.Y.U./US"	"5-10"	195	0	"5"	"Guard"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"HISTADD_frank_mangiapane"	1946	1946	"N"
"2511"	0	77454	"Ed"	"Manning"	"Ed Manning"	"Manning, Ed"	"E. Manning"	"1944-01-02T00:00:00"	"-"	"US"	"Jackson State/US"	"6-7"	210	3	"35"	"Forward"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_ed_manning"	1967	1970	"N"
"2512"	0	77456	"Pace"	"Mannion"	"Pace Mannion"	"Mannion, Pace"	"P. Mannion"	"1960-09-22T00:00:00"	"-"	"US"	"Utah/US"	"6-7"	190	5	"5"	"Guard"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"HISTADD_pace_mannion"	1983	1988	"N"
"2513"	0	77457	"Nick"	"Mantis"	"Nick Mantis"	"Mantis, Nick"	"N. Mantis"	"1935-12-07T00:00:00"	"-"	"US"	"Northwestern/US"	"6-3"	190	1	"23"	"Guard"	"Active"	1610612764	"Zephyrs"	"CHZ"	"wizards"	"Chicago"	"HISTADD_nick_mantis"	1959	1962	"N"
"2514"	0	77458	"Peter"	"Maravich"	"Peter Maravich"	"Maravich, Peter"	"P. Maravich"	"1920-08-20T00:00:00"	"-"	"US"	"Davis & Elkins/US"	"6-0"	185	0	""	"Guard"	"Active"	1610610031	"Ironmen"	"PIT"	"ironmen"	"Pittsburgh"	"HISTADD_press_maravich"	1946	1946	"N"
"2515"	0	77459	"Pete"	"Maravich"	"Pete Maravich"	"Maravich, Pete"	"P. Maravich"	"1947-06-22T00:00:00"	"-"	"US"	"Louisiana State/US"	"6-5"	197	9	"7"	"Guard"	"Active"	1610612762	"Jazz"	"UTH"	"jazz"	"Utah"	"HISTADD_pete_maravich"	1970	1979	"N"
"2516"	0	77460	"Roy"	"Marble"	"Roy Marble"	"Marble, Roy"	"R. Marble"	"1966-12-13T00:00:00"	"-"	"US"	"Iowa/US"	"6-6"	190	1	"5"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"HISTADD_roy_marble"	1989	1993	"N"
"2517"	0	77462	"Saul"	"Mariaschin"	"Saul Mariaschin"	"Mariaschin, Saul"	"S. Mariaschin"	"1924-09-01T00:00:00"	"-"	"US"	"Bloomsburg; Syracuse; Harvard/US"	"5-11"	165	0	"4"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"HISTADD_saul_mariaschin"	1947	1947	"N"
"2518"	0	77463	"Jack"	"Marin"	"Jack Marin"	"Marin, Jack"	"J. Marin"	"1944-10-12T00:00:00"	"-"	"US"	"Duke/US"	"6-6"	200	10	"24"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"HISTADD_jack_marin"	1966	1976	"N"
"2519"	0	77464	"Harvey"	"Marlatt"	"Harvey Marlatt"	"Marlatt, Harvey"	"H. Marlatt"	"1948-08-26T00:00:00"	"-"	"US"	"Eastern Michigan/US"	"6-3"	185	2	"26"	"Guard"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"HISTADD_harvey_marlatt"	1970	1972	"N"
"2520"	0	77465	"Eric"	"Marsh"	"Eric Marsh"	"Marsh, Eric"	"E. Marsh"	"1954-03-10T00:00:00"	"-"	"US"	"Nebraska; Manhattan/US"	"6-3"	200	0	"21"	"Guard"	"Active"	1610612744	"Warriors"	"GOS"	"warriors"	"Golden State"	"HISTADD_ricky_marsh"	1977	1977	"N"
"2521"	0	77466	"Jim"	"Marsh"	"Jim Marsh"	"Marsh, Jim"	"J. Marsh"	"1946-04-26T00:00:00"	"-"	"US"	"USC/US"	"6-7"	215	0	"41"	"Forward"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_jim_marsh"	1971	1971	"N"
"2522"	0	77467	"Tom"	"Marshall"	"Tom Marshall"	"Marshall, Tom"	"T. Marshall"	"1931-01-06T00:00:00"	"-"	"US"	"Western Kentucky/US"	"6-4"	215	3	"20"	"Forward"	"Active"	1610612758	"Royals"	"CIN"	"kings"	"Cincinnati"	"HISTADD_tom_marshall"	1954	1958	"N"
"2523"	0	77468	"Vester"	"Marshall"	"Vester Marshall"	"Marshall, Vester"	"V. Marshall"	"1948-12-22T00:00:00"	"-"	"US"	"Oklahoma/US"	"6-7"	200	0	"45"	"Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_vester_marshall"	1973	1973	"N"
"2524"	0	77469	"Brian"	"Martin"	"Brian Martin"	"Martin, Brian"	"B. Martin"	"1962-08-18T00:00:00"	"-"	"US"	"Hutchinson CC KS; Kansas/US"	"6-9"	212	0	"35"	"Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_brian_martin"	1985	1985	"N"
"2525"	0	77471	"Donald"	"Martin"	"Donald Martin"	"Martin, Donald"	"D. Martin"	"1920-05-25T00:00:00"	"-"	"US"	"Georgetown/US"	"5-8"	160	1	""	"Guard"	"Active"	1610610032	"Steamrollers"	"PRO"	"steamrollers"	"Providence"	"HISTADD_dino_martin"	1946	1947	"N"
"2526"	0	77472	"Fernando"	"Martin"	"Fernando Martin"	"Martin, Fernando"	"F. Martin"	"1962-03-25T00:00:00"	"-"	"US"	"No College/US"	"6-9"	220	0	"10"	"Center"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_fernando_martin"	1986	1986	"N"
"2527"	0	77473	"Don"	"Martin"	"Don Martin"	"Martin, Don"	"D. Martin"	"1920-02-07T00:00:00"	"-"	"US"	"Central Missouri State/US"	"6-7"	210	2	""	"Center"	"Active"	1610610024	"Bullets"	"BAL"	"bullets"	"Baltimore"	"HISTADD_don_martin"	1946	1948	"N"
"2528"	0	77474	"Jeff"	"Martin"	"Jeff Martin"	"Martin, Jeff"	"J. Martin"	"1967-01-14T00:00:00"	"-"	"US"	"Murray State/US"	"6-5"	195	1	"15"	"Guard"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"HISTADD_jeff_martin"	1989	1990	"N"
"2529"	0	77475	"Larue"	"Martin"	"Larue Martin"	"Martin, Larue"	"L. Martin"	"1950-03-30T00:00:00"	"-"	"US"	"Loyola (Chicago)/US"	"6-11"	208	3	"35"	"Center"	"Active"	1610612757	"Trail Blazers"	"POR"	"blazers"	"Portland"	"HISTADD_larue_martin"	1972	1975	"N"
"2530"	0	77476	"Mo"	"Martin"	"Mo Martin"	"Martin, Mo"	"M. Martin"	"1964-07-02T00:00:00"	"-"	"US"	"St. Joseph's (PA)/US"	"6-6"	200	1	"11"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"HISTADD_mo_martin"	1986	1987	"N"
